,TUCASEID,TULINENO,TEAGE,TESEX
9234,20140403141201,8,9,2
9235,20140403141201,9,6,1
9236,20140403141206,1,31,2
9237,20140403141206,2,32,1
9238,20140403141209,1,20,1
9239,20140403141209,2,47,2
9240,20140403141209,3,57,1
9241,20140403141209,5,7,2
9242,20140403141214,1,54,2
9243,20140403141214,2,55,1
9244,20140403141215,1,78,2
9245,20140403141219,1,85,1
9246,20140403141224,1,64,1
9247,20140403141224,2,24,2
9248,20140403141224,3,52,2
9249,20140403141224,4,4,1
9250,20140403141224,5,4,1
9251,20140403141224,6,6,1
9252,20140403141225,1,55,2
9253,20140403141225,2,53,1
9254,20140403141225,3,9,2
9255,20140403141226,1,37,2
9256,20140403141226,2,44,1
9257,20140403141226,3,2,2
9258,20140403141226,4,79,2
9259,20140403141226,5,63,2
9260,20140403141230,1,23,2
9261,20140403141230,2,29,1
9262,20140403141232,1,36,2
9263,20140403141232,2,45,1
9264,20140403141237,1,41,2
9265,20140403141237,2,65,1
9266,20140403141237,3,64,2
9267,20140403141239,1,54,2
9268,20140403141241,1,80,2
9269,20140403141245,1,75,1
9270,20140403141245,2,74,2
9271,20140403141247,1,58,1
9272,20140403141247,2,41,2
9273,20140403141248,1,50,2
9274,20140403141263,1,57,2
9275,20140403141263,2,28,1
9276,20140403141263,3,4,1
9277,20140403141263,4,2,1
9278,20140403141264,1,55,1
9279,20140403141264,2,40,2
9280,20140403141264,3,21,2
9281,20140403141264,4,19,1
9282,20140403141264,5,9,2
9283,20140403141267,1,47,1
9284,20140403141267,2,43,2
9285,20140403141267,3,16,2
9286,20140403141267,4,10,1
9287,20140403141270,1,52,1
9288,20140403141270,2,52,2
9289,20140403141270,3,17,2
9290,20140403141277,1,17,2
9291,20140403141277,2,62,2
9292,20140403141277,3,53,1
9293,20140403141277,4,26,1
9294,20140403141277,5,39,1
9295,20140403141278,1,57,2
9296,20140403141278,2,76,2
9297,20140403141278,3,36,2
9298,20140403141278,5,14,1
9299,20140403141278,6,12,1
9300,20140403141278,7,4,2
9301,20140403141280,1,47,1
9302,20140403141280,2,42,2
9303,20140403141280,3,11,2
9304,20140403141280,4,10,1
9305,20140403141280,5,2,1
9306,20140403141281,1,48,2
9307,20140403141281,2,45,1
9308,20140403141281,3,18,2
9309,20140403141281,4,12,1
9310,20140403141285,1,73,1
9311,20140403141289,1,62,2
9312,20140403141292,1,58,1
9313,20140403141292,2,59,2
9314,20140403141292,3,19,2
9315,20140403141292,4,22,1
9316,20140403141299,1,53,1
9317,20140403141299,2,58,2
9318,20140403141306,1,50,1
9319,20140403141306,2,50,2
9320,20140403141306,3,14,1
9321,20140403141306,4,14,2
9322,20140403141306,5,11,2
9323,20140403141309,1,61,1
9324,20140403141309,2,58,2
9325,20140403141313,1,85,2
9326,20140403141316,1,67,1
9327,20140403141316,2,62,2
9328,20140403141319,1,37,1
9329,20140403141319,2,77,2
9330,20140403141320,1,61,2
9331,20140403141320,2,62,1
9332,20140403141323,1,22,2
9333,20140403141324,1,33,2
9334,20140403141324,2,36,1
9335,20140403141324,3,16,2
9336,20140403141324,4,13,2
9337,20140403141324,5,10,1
9338,20140403141326,1,36,1
9339,20140403141327,1,58,1
9340,20140403141327,2,58,2
9341,20140403141327,4,4,1
9342,20140403141328,1,64,1
9343,20140403141331,1,58,2
9344,20140403141331,2,74,1
9345,20140403141340,1,30,2
9346,20140403141340,2,30,1
9347,20140403141340,3,1,1
9348,20140403141341,1,28,2
9349,20140403141341,2,43,1
9350,20140403141341,3,4,1
9351,20140403141343,1,33,2
9352,20140403141343,2,35,1
9353,20140403141343,3,1,2
9354,20140403141344,1,66,1
9355,20140403141344,2,63,2
9356,20140403141346,1,55,2
9357,20140403141349,1,36,1
9358,20140403141349,2,36,2
9359,20140403141349,3,6,2
9360,20140403141349,4,2,1
9361,20140403141354,1,31,2
9362,20140403141354,2,51,2
9363,20140403141354,4,11,2
9364,20140403141354,5,7,1
9365,20140403141354,6,9,2
9366,20140403141354,7,48,2
9367,20140403141355,1,85,1
9368,20140403141355,2,85,2
9369,20140403141355,3,64,2
9370,20140403141365,1,40,1
9371,20140403141365,2,42,2
9372,20140403141365,3,21,1
9373,20140403141365,4,17,2
9374,20140403141365,5,13,1
9375,20140403141365,6,9,2
9376,20140403141366,1,80,2
9377,20140403141367,1,42,1
9378,20140403141367,2,43,2
9379,20140403141367,3,8,1
9380,20140403141367,4,6,1
9381,20140403141367,5,2,2
9382,20140403141367,6,0,1
9383,20140403141372,1,31,1
9384,20140403141372,2,33,2
9385,20140403141372,3,16,1
9386,20140403141372,4,5,2
9387,20140403141372,5,12,2
9388,20140403141372,6,10,1
9389,20140403141373,1,26,1
9390,20140403141373,2,26,2
9391,20140403141374,1,60,2
9392,20140403141374,2,27,2
9393,20140403141374,3,15,2
9394,20140403141379,1,57,1
9395,20140403141380,1,62,2
9396,20140403141380,2,63,1
9397,20140403141387,1,47,1
9398,20140403141387,2,42,2
9399,20140403141387,3,10,1
9400,20140403141387,4,14,1
9401,20140403141391,1,33,1
9402,20140403141391,2,31,2
9403,20140403141391,3,6,1
9404,20140403141391,4,3,2
9405,20140403141398,1,51,2
9406,20140403141398,2,54,1
9407,20140403141398,3,11,2
9408,20140403141398,4,6,2
9409,20140403141403,1,44,1
9410,20140403141403,2,45,2
9411,20140403141403,3,8,1
9412,20140403141403,4,7,1
9413,20140403141403,5,4,2
9414,20140403141405,1,26,1
9415,20140403141405,2,27,2
9416,20140403141413,1,50,2
9417,20140403141413,2,49,1
9418,20140403141413,3,17,1
9419,20140403141413,4,10,2
9420,20140403141415,1,37,2
9421,20140403141415,2,1,1
9422,20140403141416,1,65,1
9423,20140403141420,1,49,2
9424,20140403141420,2,51,1
9425,20140403141420,3,19,1
9426,20140403141420,4,19,1
9427,20140403141420,5,12,1
9428,20140403141424,1,85,2
9429,20140403141426,1,24,1
9430,20140403141426,2,55,1
9431,20140403141426,3,50,2
9432,20140403141426,4,7,2
9433,20140403141429,1,55,1
9434,20140403141430,1,38,1
9435,20140403141430,2,38,2
9436,20140403141430,3,9,2
9437,20140403141430,4,6,2
9438,20140403141430,5,3,1
9439,20140403141434,1,77,1
9440,20140403141434,2,71,2
9441,20140403141434,3,47,1
9442,20140403141434,4,7,2
9443,20140403141434,5,46,2
9444,20140403141435,1,30,1
9445,20140403141435,2,33,2
9446,20140403141437,1,42,1
9447,20140403141438,1,28,1
9448,20140403141438,2,29,2
9449,20140403141438,3,27,2
9450,20140403141438,4,3,1
9451,20140403141439,1,62,2
9452,20140403141441,1,40,2
9453,20140403141441,2,13,1
9454,20140403141441,3,13,1
9455,20140403141441,4,1,2
9456,20140403141441,5,1,1
9457,20140403141441,6,35,1
9458,20140403141443,1,73,2
9459,20140403141444,1,51,1
9460,20140403141444,2,20,1
9461,20140403141444,3,51,2
9462,20140403141444,4,20,1
9463,20140403141444,5,18,1
9464,20140403141444,6,6,1
9465,20140403141448,1,49,2
9466,20140403141455,1,41,1
9467,20140403141455,2,35,2
9468,20140403141455,3,5,2
9469,20140403141455,4,1,2
9470,20140403141459,1,40,1
9471,20140403141459,2,41,2
9472,20140403141459,3,7,1
9473,20140403141459,4,10,2
9474,20140403141459,5,8,1
9475,20140403141461,1,29,2
9476,20140403141463,1,64,2
9477,20140403141463,2,66,1
9478,20140403141466,1,64,2
9479,20140403141466,2,70,1
9480,20140403141476,1,45,1
9481,20140403141476,2,10,2
9482,20140403141476,3,6,1
9483,20140403141476,4,4,2
9484,20140403141479,1,24,1
9485,20140403141479,2,27,2
9486,20140403141479,3,4,2
9487,20140403141479,4,0,1
9488,20140403141480,1,17,1
9489,20140403141480,2,41,1
9490,20140403141480,3,42,2
9491,20140403141483,1,80,1
9492,20140403141483,2,79,2
9493,20140403141483,3,52,1
9494,20140403141483,4,27,1
9495,20140403141486,1,34,2
9496,20140403141486,2,38,1
9497,20140403141486,3,9,2
9498,20140403141486,4,11,1
9499,20140403141489,1,30,2
9500,20140403141489,2,34,1
9501,20140403141489,3,9,1
9502,20140403141490,1,61,1
9503,20140403141490,2,57,2
9504,20140403141490,3,17,1
9505,20140403141494,1,41,1
9506,20140403141496,1,66,1
9507,20140403141503,1,32,2
9508,20140403141503,2,36,1
9509,20140403141503,3,7,1
9510,20140403141503,4,4,1
9511,20140403141515,1,59,2
9512,20140403141516,1,44,2
9513,20140403141516,2,16,1
9514,20140403141516,3,12,1
9515,20140403141516,4,16,2
9516,20140403141519,1,31,1
9517,20140403141519,2,31,2
9518,20140403141520,1,71,2
9519,20140403141522,1,26,2
9520,20140403141522,2,26,1
9521,20140403141523,1,36,2
9522,20140403141523,2,72,2
9523,20140403141526,1,45,1
9524,20140403141527,1,24,1
9525,20140403141527,2,24,2
9526,20140403141530,1,68,2
9527,20140403141531,1,80,2
9528,20140403141533,1,79,1
9529,20140403141534,1,76,2
9530,20140403141534,2,77,1
9531,20140403141542,1,50,1
9532,20140403141547,1,34,2
9533,20140403141547,2,36,1
9534,20140403141547,3,6,1
9535,20140403141547,4,6,1
9536,20140403141554,1,80,2
9537,20140403141554,2,80,1
9538,20140403141561,1,49,1
9539,20140403141561,2,49,2
9540,20140403141561,3,12,1
9541,20140403141561,4,11,1
9542,20140403141567,1,15,1
9543,20140403141567,2,40,2
9544,20140403141570,1,19,2
9545,20140403141570,2,65,2
9546,20140403141570,3,64,1
9547,20140403141573,1,30,1
9548,20140403141573,2,30,2
9549,20140403141573,3,0,1
9550,20140403141574,1,71,2
9551,20140403141574,2,69,1
9552,20140403141575,1,54,2
9553,20140403141580,1,17,1
9554,20140403141580,2,59,2
9555,20140403141590,1,59,2
9556,20140403141591,1,40,1
9557,20140403141597,1,69,2
9558,20140403141600,1,35,1
9559,20140403141600,2,37,2
9560,20140403141600,3,9,2
9561,20140403141600,4,7,1
9562,20140403141600,5,7,1
9563,20140403141600,6,4,2
9564,20140403141605,1,66,2
9565,20140403141607,1,66,1
9566,20140403141607,2,37,2
9567,20140403141607,3,9,1
9568,20140403141612,1,41,1
9569,20140403141612,2,40,2
9570,20140403141612,3,6,1
9571,20140403141612,4,1,1
9572,20140403141613,1,77,1
9573,20140403141613,2,76,2
9574,20140403141613,3,58,2
9575,20140403141620,1,38,1
9576,20140403141626,1,49,1
9577,20140403141626,2,42,2
9578,20140403141626,3,11,2
9579,20140403141626,4,22,1
9580,20140403141626,5,7,2
9581,20140403141628,1,62,2
9582,20140403141629,1,49,1
9583,20140403141631,1,24,2
9584,20140403141631,2,26,1
9585,20140403141631,3,1,1
9586,20140403141631,4,8,2
9587,20140403141633,1,68,2
9588,20140403141634,1,43,2
9589,20140403141634,2,46,1
9590,20140403141634,3,18,1
9591,20140403141634,4,17,1
9592,20140403141634,5,15,2
9593,20140403141634,6,13,2
9594,20140403141634,7,11,1
9595,20140403141634,8,9,2
9596,20140403141634,9,6,1
9597,20140403141634,10,4,2
9598,20140403141634,11,3,1
9599,20140403141634,12,0,1
9600,20140403141642,1,53,2
9601,20140403141642,2,56,1
9602,20140403141650,1,53,1
9603,20140403141650,2,65,2
9604,20140403141650,3,42,1
9605,20140403141651,1,67,1
9606,20140403141652,1,39,2
9607,20140403141652,2,40,1
9608,20140403141652,3,9,1
9609,20140403141652,4,7,1
9610,20140403141654,1,45,1
9611,20140403141654,2,41,2
9612,20140403141655,1,85,2
9613,20140403141657,1,80,2
9614,20140403141659,1,58,2
9615,20140403141659,2,70,1
9616,20140403141659,3,14,1
9617,20140403141660,1,57,2
9618,20140403141663,1,64,2
9619,20140403141663,2,59,1
9620,20140403141663,3,28,1
9621,20140403141663,4,27,1
9622,20140403141669,1,55,1
9623,20140403141669,2,56,2
9624,20140403141669,3,34,1
9625,20140403141670,1,34,1
9626,20140403141670,2,31,2
9627,20140403141670,3,10,1
9628,20140403141670,4,7,1
9629,20140403141670,5,11,2
9630,20140403141672,1,49,2
9631,20140403141676,1,58,2
9632,20140403141682,1,80,2
9633,20140403141693,1,47,2
9634,20140403141693,2,50,1
9635,20140403141693,3,20,2
9636,20140403141693,4,0,1
9637,20140403141695,1,48,1
9638,20140403141701,1,15,2
9639,20140403141701,2,53,2
9640,20140403141703,1,35,2
9641,20140403141703,2,35,1
9642,20140403141703,3,16,2
9643,20140403141703,4,15,2
9644,20140403141703,5,13,2
9645,20140403141704,1,63,1
9646,20140403141704,2,49,2
9647,20140403141707,1,80,2
9648,20140403141707,2,25,1
9649,20140403141712,1,55,1
9650,20140403141712,2,35,2
9651,20140403141712,3,16,2
9652,20140403141712,4,56,1
9653,20140403141712,5,52,2
9654,20140403141712,6,20,2
9655,20140403141712,7,15,1
9656,20140403141713,1,63,2
9657,20140403141713,2,59,2
9658,20140403141714,1,47,2
9659,20140403141714,2,46,1
9660,20140403141714,3,19,2
9661,20140403141717,1,61,2
9662,20140403141717,2,63,1
9663,20140403141717,3,18,2
9664,20140403141719,1,39,2
9665,20140403141719,2,35,2
9666,20140403141719,3,11,2
9667,20140403141719,4,5,2
9668,20140403141720,1,53,2
9669,20140403141720,2,43,2
9670,20140403141720,3,15,1
9671,20140403141720,4,12,1
9672,20140403141723,1,25,2
9673,20140403141723,2,29,1
9674,20140403141723,3,7,1
9675,20140403141723,4,1,1
9676,20140403141726,1,35,1
9677,20140403141726,2,9,1
9678,20140403141726,3,6,2
9679,20140403141728,1,43,2
9680,20140403141728,2,21,1
9681,20140403141732,1,42,1
9682,20140403141732,2,41,2
9683,20140403141732,3,12,1
9684,20140403141732,4,10,2
9685,20140403141734,1,30,2
9686,20140403141734,2,31,1
9687,20140403141738,1,36,2
9688,20140403141738,2,40,1
9689,20140403141738,3,6,1
9690,20140403141738,4,4,2
9691,20140403141740,1,69,2
9692,20140403141741,1,33,2
9693,20140403141741,2,36,1
9694,20140403141741,3,11,2
9695,20140403141741,4,8,2
9696,20140403141741,5,6,1
9697,20140403141743,1,34,2
9698,20140403141743,2,20,2
9699,20140403141743,3,18,2
9700,20140403141743,4,17,1
9701,20140403141743,5,12,2
9702,20140403141744,1,16,2
9703,20140403141744,2,42,2
9704,20140403141749,1,40,2
9705,20140403141749,2,44,1
9706,20140403141749,3,9,1
9707,20140403141751,1,16,1
9708,20140403141751,2,63,1
9709,20140403141751,3,50,2
9710,20140403141751,4,7,2
9711,20140403141751,5,6,2
9712,20140403141756,1,65,2
9713,20140403141759,1,28,2
9714,20140403141759,2,5,1
9715,20140403141759,3,2,2
9716,20140403141764,1,28,1
9717,20140403141764,2,52,2
9718,20140403141773,1,32,1
9719,20140403141773,2,27,2
9720,20140403141773,3,58,2
9721,20140403141773,4,10,1
9722,20140403141773,5,8,1
9723,20140403141773,6,7,2
9724,20140403141773,7,5,2
9725,20140403141775,1,43,1
9726,20140403141775,2,43,2
9727,20140403141775,3,18,1
9728,20140403141775,4,12,1
9729,20140403141777,1,65,2
9730,20140403141777,2,85,2
9731,20140403141781,1,35,1
9732,20140403141781,2,32,2
9733,20140403141781,3,3,2
9734,20140403141781,4,0,1
9735,20140403141782,1,43,1
9736,20140403141782,2,33,2
9737,20140403141782,3,1,2
9738,20140403141786,1,66,2
9739,20140403141788,1,61,1
9740,20140403141791,1,57,1
9741,20140403141791,2,54,2
9742,20140403141797,1,17,2
9743,20140403141797,2,34,2
9744,20140403141797,3,34,1
9745,20140403141797,4,15,2
9746,20140403141797,5,5,1
9747,20140403141797,6,3,1
9748,20140403141800,1,62,2
9749,20140403141800,2,62,1
9750,20140403141801,1,45,2
9751,20140403141801,2,55,1
9752,20140403141801,3,9,1
9753,20140403141802,1,72,2
9754,20140403141808,1,38,1
9755,20140403141808,2,30,2
9756,20140403141808,3,8,1
9757,20140403141810,1,44,2
9758,20140403141810,2,38,1
9759,20140403141810,3,19,2
9760,20140403141810,4,22,1
9761,20140403141810,5,14,1
9762,20140403141815,1,71,2
9763,20140403141815,2,71,1
9764,20140403141820,1,58,1
9765,20140403141822,1,57,1
9766,20140403141822,2,53,2
9767,20140403141822,3,19,2
9768,20140403141822,4,22,1
9769,20140403141826,1,76,2
9770,20140403141828,1,80,1
9771,20140403141828,2,80,2
9772,20140403141829,1,52,1
9773,20140403141829,2,51,2
9774,20140403141832,1,46,1
9775,20140403141832,2,47,2
9776,20140403141832,3,16,1
9777,20140403141832,4,13,2
9778,20140403141836,1,51,1
9779,20140403141836,2,47,2
9780,20140403141842,1,40,2
9781,20140403141842,2,44,1
9782,20140403141842,3,6,2
9783,20140403141842,4,4,1
9784,20140403141844,1,64,1
9785,20140403141846,1,75,2
9786,20140403141848,1,29,1
9787,20140403141851,1,44,2
9788,20140403141851,2,43,1
9789,20140403141851,3,15,1
9790,20140403141851,4,13,1
9791,20140403141852,1,37,1
9792,20140403141852,2,32,2
9793,20140403141852,3,6,2
9794,20140403141852,4,2,2
9795,20140403141853,1,49,1
9796,20140403141853,2,50,2
9797,20140403141853,3,7,1
9798,20140403141859,1,33,2
9799,20140403141863,1,26,1
9800,20140403141863,2,35,1
9801,20140403141864,1,36,1
9802,20140403141864,2,2,2
9803,20140403141864,3,37,2
9804,20140403141864,4,11,2
9805,20140403141864,5,5,2
9806,20140403141883,1,41,2
9807,20140403141884,1,28,1
9808,20140403141889,1,34,2
9809,20140403141889,2,13,1
9810,20140403141889,3,9,2
9811,20140403141889,4,14,1
9812,20140403141889,5,19,2
9813,20140403141889,6,15,1
9814,20140403141893,1,52,2
9815,20140403141893,2,17,2
9816,20140403141895,1,21,2
9817,20140403141895,2,27,1
9818,20140403141895,3,1,1
9819,20140403141896,1,62,1
9820,20140403141896,2,60,2
9821,20140403141901,1,18,2
9822,20140403141901,2,44,1
9823,20140403141901,3,43,2
9824,20140403141903,1,27,1
9825,20140403141903,2,28,2
9826,20140403141903,3,7,1
9827,20140403141903,4,5,2
9828,20140403141904,1,76,1
9829,20140403141908,1,51,2
9830,20140403141909,1,65,1
9831,20140403141909,2,33,2
9832,20140403141909,3,37,1
9833,20140403141909,4,10,1
9834,20140403141909,5,5,1
9835,20140403141911,1,44,2
9836,20140403141915,1,72,1
9837,20140403141915,2,65,2
9838,20140403141918,1,49,2
9839,20140403141924,1,54,1
9840,20140403141924,2,55,2
9841,20140403141924,5,11,1
9842,20140403141930,1,67,1
9843,20140403141930,2,65,2
9844,20140403141939,1,52,2
9845,20140403141939,2,53,1
9846,20140403141939,3,21,2
9847,20140403141939,4,17,2
9848,20140403141939,5,85,2
9849,20140403141944,1,23,1
9850,20140403141945,1,45,1
9851,20140403141945,2,41,2
9852,20140403141945,3,12,2
9853,20140403141945,4,9,2
9854,20140403141950,1,39,2
9855,20140403141950,2,39,1
9856,20140403141950,3,17,2
9857,20140403141950,4,16,1
9858,20140403141950,5,11,1
9859,20140403141950,6,69,2
9860,20140403141950,7,71,1
9861,20140403141958,1,59,1
9862,20140403141960,1,49,2
9863,20140403141960,3,21,2
9864,20140403141960,5,1,1
9865,20140403141961,1,50,1
9866,20140403141961,2,53,2
9867,20140403141962,1,53,1
9868,20140403141962,2,76,1
9869,20140403141963,1,57,2
9870,20140403141963,2,57,1
9871,20140403141964,1,34,2
9872,20140403141964,2,35,1
9873,20140403141964,3,5,1
9874,20140403141964,4,4,2
9875,20140403141968,1,70,2
9876,20140403141971,1,35,2
9877,20140403141971,2,41,1
9878,20140403141971,3,14,1
9879,20140403141971,4,12,2
9880,20140403141971,5,10,1
9881,20140403141971,6,8,1
9882,20140403141971,7,2,2
9883,20140403141971,8,0,1
9884,20140403141972,1,42,2
9885,20140403141972,2,42,1
9886,20140403141972,3,14,1
9887,20140403141972,4,75,2
9888,20140403141974,1,45,1
9889,20140403141974,2,51,2
9890,20140403141975,1,54,2
9891,20140403141975,2,57,1
9892,20140403141977,1,43,1
9893,20140403141977,2,41,2
9894,20140403141977,3,13,1
9895,20140403141981,1,67,2
9896,20140403141981,2,66,1
9897,20140403141981,3,25,1
9898,20140403141983,1,50,2
9899,20140403141986,1,74,2
9900,20140403141986,2,68,1
9901,20140403141986,3,69,2
9902,20140403141986,4,34,1
9903,20140403141995,1,53,1
9904,20140403141995,2,49,1
9905,20140403141999,1,68,1
9906,20140403141999,2,60,2
9907,20140403142001,1,42,2
9908,20140403142001,2,47,1
9909,20140403142001,3,12,1
9910,20140403142001,4,9,2
9911,20140403142019,1,32,1
9912,20140403142019,2,36,2
9913,20140403142019,3,18,1
9914,20140403142019,4,14,1
9915,20140403142019,5,13,2
9916,20140403142019,6,15,2
9917,20140403142019,7,14,1
9918,20140403142019,8,11,1
9919,20140403142026,1,56,1
9920,20140403142030,1,41,2
9921,20140403142030,2,41,1
9922,20140403142030,3,14,1
9923,20140403142030,4,8,2
9924,20140403142034,1,61,2
9925,20140403142034,2,62,1
9926,20140403142036,1,58,2
9927,20140403142036,2,28,1
9928,20140403142036,3,25,1
9929,20140403142036,4,29,1
9930,20140403142036,5,34,1
9931,20140403142043,1,51,1
9932,20140403142044,1,17,1
9933,20140403142044,2,41,1
9934,20140403142044,3,41,2
9935,20140403142044,4,18,2
9936,20140403142044,5,6,2
9937,20140403142051,1,64,1
9938,20140403142052,1,64,2
9939,20140403142056,1,43,1
9940,20140403142056,2,43,2
9941,20140403142056,3,20,2
9942,20140403142056,4,18,1
9943,20140403142056,5,17,1
9944,20140403142056,7,12,2
9945,20140403142056,8,11,2
9946,20140403142056,9,68,2
9947,20140403142057,1,43,1
9948,20140403142057,2,38,2
9949,20140403142057,3,4,1
9950,20140403142057,4,2,1
9951,20140403142059,1,49,1
9952,20140403142059,2,40,2
9953,20140403142063,1,24,1
9954,20140403142063,2,21,2
9955,20140403142063,3,21,2
9956,20140403142063,4,0,2
9957,20140403142064,1,27,1
9958,20140403142064,2,27,2
9959,20140403142064,3,7,2
9960,20140403142064,4,2,2
9961,20140403142064,5,8,2
9962,20140403142065,1,61,2
9963,20140403142065,2,66,1
9964,20140403142068,1,34,2
9965,20140403142068,2,35,1
9966,20140403142068,3,3,1
9967,20140403142068,4,1,1
9968,20140403142072,1,45,2
9969,20140403142072,2,52,1
9970,20140403142072,3,17,1
9971,20140403142072,4,14,2
9972,20140403142072,5,12,2
9973,20140403142075,1,15,2
9974,20140403142075,2,33,2
9975,20140403142075,3,12,1
9976,20140403142075,4,6,1
9977,20140403142075,5,4,1
9978,20140403142078,1,31,2
9979,20140403142078,2,34,1
